,id_orig,year_orig,year,author_orig,author,title_orig,title,genre,source,title_short
144,SC0174,1796,1799,Palmer John jun,"Palmer, John, jun.",The mystery of the black tower a romance by John Palmer Jun author of The haunted cavern,"The mystery of the black tower, a romance, by John Palmer, Jun., author of The haunted cavern.",Gothic,,The mystery of the black tower
145,SC0175,1796,1796,Parsons Mrs Eliza,"Parsons, Mrs. (Eliza)",The mysterious warning a German tale In four volumes By Mrs Parsons,"The mysterious warning, a German tale. In four volumes. By Mrs. Parsons. ...",Gothic,,The mysterious warning
146,SC0176,1796,1795,Pye Henry James,"Pye, Henry James",The democrat interspersed with anecdotes of well known characters In two volumes,The democrat: interspersed with anecdotes of well known characters. In two volumes. ...,Anti-Jacobin,,The democrat
147,SC0178,1796,1796,Roche Regina Maria,"Roche, Regina Maria",The children of the abbey a tale In four volumes By Regina Maria Roche,"The children of the abbey, a tale. In four volumes. By Regina Maria Roche. ...",Gothic,,The children of the abbey
148,SC0179,1796,1796,Singer Mr,"Singer, Mr.",The mystic castle or orphan heir A romance By the author of The wanderer of the Alps In two volumes,"The mystic castle; or, orphan heir. A romance. By the author of The wanderer of the Alps. In two volumes. ...",Gothic,,The mystic castle
149,SC0180,1796,1799,"Smith, Charlotte Turner","Smith, Charlotte Turner",Marchmont a novel by Charlotte Smith,Marchmont: a novel. By Charlotte Smith. In four volumes. ...,Anti-Jacobin|Gothic,,Marchmont
150,SC0181,1796,1796,Surr T S Thomas Skinner,"Surr, T. S. (Thomas Skinner)",Consequences or adventures at Rraxall Castle a novel In two volumes By a gentleman,"Consequences: or, adventures at Rraxall Castle, a novel. In two volumes. By a gentleman.",,,Consequences
151,SC0182,1796,1796,Trapp Joseph,"Trapp, Joseph",The sprite of the nunnery a tale from the Spanish By the author of the life of Linn us c In two volumes,"The sprite of the nunnery; a tale from the Spanish. By the author of the life of Linnæus, &c. In two volumes. ...",,,The sprite of the nunnery
152,SC0183,1796,1795,Walker George,"Walker, George",The house of Tynian A novel In two volumes By George Walker,The house of Tynian. A novel. In two volumes. By George Walker. ...,Gothic,,The house of Tynian
153,SC0184,1797,1797,Gunning Miss Elizabeth,"Gunning, Elizabeth",The orphans of Snowdon A novel By Miss Gunning,The orphans of Snowdon. A novel. By Miss Gunning. ...,,,The orphans of Snowdon
154,SC0185,1797,1797,Gunning Mrs Susannah,"Gunning, Susannah",Delves a Welch tale By Mrs Gunning In two volumes The third edition,"Delves, a Welch tale. By Mrs. Gunning. In two volumes. The third edition. ...",,,Delves
155,SC0186,1797,1799,Hervey Elizabeth,"Hervey, Elizabeth",The church of St Siffrid In four volumes,The church of St. Siffrid. In four volumes. ...,Gothic,,The church of St Siffrid
156,SC0187,1797,1797,Jacson Frances,"Margaretta Jacson, Frances",Disobedience A novel In four volumes By the author of Plain sense,Disobedience. A novel. In four volumes. By the author of Plain sense. ...,,,Disobedience
157,SC0188,1797,1799,Leigh Samuel Egerton Sir,"Leigh, Samuel Egerton, Sir",Munster Abbey a romance interspersed with reflections on virtue and morality written by Sir Samuel Egerton Leigh In three volumes,"Munster Abbey, a romance: interspersed with reflections on virtue and morality: written by Sir Samuel Egerton Leigh. In three volumes. ...",Gothic,,Munster Abbey
158,SC0189,1797,1797,Lennox Charlotte,"Lennox, Charlotte",The history of Sir George Warrington or the political Quixote By the author of The female Quixote In three volumes,The history of Sir George Warrington; or the political Quixote. By the author of The female Quixote. In three volumes. ...,Anti-Jacobin,,The history of Sir George Warrington
159,SC0190,1797,1797,Marshall Edmund,"Marshall, Edmund",Edmund and Eleonora or memoirs of the houses of Summerfield Gretton A novel in two volumes By the Rev Edmund Marshall A M,"Edmund and Eleonora: or memoirs of the houses of Summerfield & Gretton. A novel, in two volumes. By the Rev. Edmund Marshall, A.M. ...",,,Edmund and Eleonora
160,SC0191,1797,1797,Meeke Mary,"Meeke, Mary",Palmira and Ermance A novel in three volumes By Mrs Meeke,"Palmira and Ermance. A novel, in three volumes. By Mrs. Meeke, ...",,,Palmira and Ermance
161,SC0192,1797,1799,Meeke Mary,"Meeke, Mary",The mysterious wife A novel in four volumes By Gabrielli,"The mysterious wife. A novel, in four volumes. By Gabrielli. ...",Gothic,,The mysterious wife
162,SC0193,1797,1797,Parsons Mrs Eliza,"Parsons, Mrs. (Eliza)",An old friend with a new face a novel In three volumes By Mrs Parsons,An old friend with a new face: a novel. In three volumes. By Mrs. Parsons. ...,,,An old friend with a new face
163,SC0194,1797,1799,Parsons Mrs Eliza,"Parsons, Mrs. (Eliza)",The girl of the mountains A novel in four volumes by Mrs Parsons,"The girl of the mountains. A novel, in four volumes, by Mrs. Parsons, ...",Gothic,,The girl of the mountains
164,SC0195,1797,1797,"Radcliffe, Ann Ward","Radcliffe, Ann Ward",The Italian or the Confessional of the Black Penitents A Romance By Ann Radcliffe Author of the Mysteries of Udolpho c c In Three Volumes,"The Italian, or the Confessional of the Black Penitents. A Romance. By Ann Radcliffe, Author of the Mysteries of Udolpho, &c. &c. In Three Volumes.",Gothic,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print.|Literary Lab Corpus I",The Italian
165,SC0196,1797,1794,"Robinson, Mary","Robinson, Mary",Walsingham or The Pupil of Nature A Domestic Story By Mary Robinson Author of Angelina Hubert De Sevrac In Four Volumes,"Walsingham; or, the pupil of nature. A domestic story. By Mary Robinson, ...",Epistolary,,Walsingham
166,SC0197,1797,1797,"Sanders, Charlotte","Sanders, Charlotte",The little family Written for the amusement and instruction of young persons,The little family. Written for the amusement and instruction of young persons.,,,The little family
167,SC0198,1797,1799,Selden Catharine,"Selden, Catharine",The Count de Santerre a romance By a lady In two volumes,The Count de Santerre: a romance. By a lady In two volumes.,Gothic,,The Count de Santerre
168,SC0199,1797,1799,Selden Catharine,"Selden, Catharine",The English nun A novel,The English nun. A novel ...,Gothic,,The English nun
169,SC0200,1797,1797,Summersett Henry,"Summersett, Henry",Probable incidents or scenes in life a novel by Henry Summersett In two volumes,"Probable incidents: or, scenes in life, a novel, by Henry Summersett. In two volumes.",,,Probable incidents
170,SC0201,1797,1797,Unknown,Unknown,Percy or the friends a novel,"Percy, or the friends, a novel.",,,Percy
171,SC0202,1797,1797,Unknown,Unknown,The heir of Montague A novel In three volumes,The heir of Montague. A novel. In three volumes. ...,,,The heir of Montague
172,SC0203,1797,1799,Unknown,Unknown,The house of Marley A novel in two volumes,"The house of Marley. A novel, in two volumes. ...",Gothic,,The house of Marley
173,SC0204,1797,1797,Unknown,Unknown,Ulric and Ilvina the Scandinavian tale In two volumes,Ulric and Ilvina: the Scandinavian tale. In two volumes. ...,,,Ulric and Ilvina
174,SC0205,1798,1799,Charlton Mary,"Charlton, Mary",Phedora or the forest of Minski In four volumes By Mary Charlton,"Phedora; or, the forest of Minski. In four volumes. By Mary Charlton.",Gothic,,Phedora
175,SC0206,1798,1798,Hanway Mary Ann,"Hanway, Mary Ann",Ellinor or the world as it is A novel In four volumes By Mary Ann Hanway,"Ellinor; or, the world as it is. A novel. In four volumes. By Mary Ann Hanway. ...",,,Ellinor
177,SC1352,1857,1857,"Lee, Harriet","Lee, Harriet",Canterbury tales,Canterbury tales,,,Canterbury tales
178,SC0208,1798,1798,Martin Mrs,"Martin, Mrs.",Melbourne A novel In three volumes By the author of Deloraine,Melbourne. A novel. In three volumes. By the author of Deloraine.,,,Melbourne
179,SC0209,1798,1798,Mary Julia Young,Mary Julia Young,Rose Mount castle or False report,"Rose-Mount castle; or, False report",Gothic,Literary Lab Corpus I,Rose-Mount castle
180,SC0210,1798,1799,Meeke Mary,"Meeke, Mary",The Sicilian A novel In four volumes By the author of The mysterious wife,The Sicilian. A novel. In four volumes. By the author of The mysterious wife. ...,Gothic,,The Sicilian
181,SC0211,1798,1799,Musgrave Agnes,"Musgrave, Agnes",The solemn injunction A novel In four volumes By Agnes Musgrave,"The solemn injunction. A novel. In four volumes. By Agnes Musgrave, ...",Gothic,,The solemn injunction
182,SC0213,1798,1798,Young lady,Young lady,The sorrows of Matilda a novel in two volumes the juvenile attempt of a young lady,"The sorrows of Matilda, a novel in two volumes: the juvenile attempt of a young lady. ...",,,The sorrows of Matilda
183,SC0214,1799,1799,"Godwin, William","Godwin, William",St Leon A Tale of the Sixteenth Century By William Godwin In four volumes,St. Leon: A Tale of the Sixteenth Century. By William Godwin. In four volumes.,Gothic|Historical,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print.|Stevens, Anne H. British Historical Fiction Before Scott. Houndmills: Palgrave Macmillan, 2010.",St Leon
184,SC0215,1799,1799,Gunning Miss Elizabeth,"Gunning, Elizabeth",The gipsy countess a novel By Miss Gunning,The gipsy countess: a novel. By Miss Gunning. ...,Epistolary,,The gipsy countess
185,SC0216,1799,1799,"Hays, Mary","Hays, Mary",The Victim of Prejudice In Two Volumes By Mary Hays Author of The Memoirs of Emma Courtney,"The Victim of Prejudice. In Two Volumes. By Mary Hays, Author of The Memoirs of Emma Courtney.",Jacobin,,The Victim of Prejudice
186,SC0217,1799,1799,Hemet John,"Hemet, John",Contradictions or who could have thought it A novel from the French in two volumes By John Hemet,"Contradictions; or, who could have thought it? A novel, from the French, in two volumes. By John Hemet. ...",,,Contradictions
187,SC0218,1799,1799,Ireland W H William Henry,"Ireland, William Henry",The abbess a romance By W H Ireland In four volumes,"The abbess, a romance. By W.H. Ireland, ... In four volumes. ...",Gothic|Historical,Schöwerling,The abbess
188,SC0219,1799,1799,Ker Anne,"Ker, Anne",The heiress di Montalde or the castle of Bezanto a novel In two volumes By Mrs Anne Ker,"The heiress di Montalde; or, the castle of Bezanto: a novel. In two volumes. By Mrs. Anne Ker. ...",Gothic,,The heiress di Montalde
189,SC0221,1799,1799,Meeke Mary,"Meeke, Mary",Ellesmere A novel In four volumes By Mrs Meeke,"Ellesmere. A novel. In four volumes. By Mrs. Meeke, ...",,,Ellesmere
190,SC0222,1799,1799,Meeke Mary,"Meeke, Mary",Harcourt A novel In four volumes By the author of the mysterious wife c,"Harcourt. A novel. In four volumes. By the author of the mysterious wife, &c. ...",,,Harcourt
192,SC0224,1799,1799,Parsons Mrs Eliza,"Parsons, Mrs. (Eliza)",The valley of St Gothard a novel in three volumes By Mrs Parsons,"The valley of St. Gothard, a novel, in three volumes. By Mrs. Parsons, ...",Gothic,,The valley of St Gothard
193,SC0225,1799,1799,Proby William C,"Proby, William C.",The mysterious seal a romance In three volumes By W C Proby,"The mysterious seal, a romance. In three volumes. By W.C. Proby. ...",Gothic,,The mysterious seal
194,SC0227,1799,1798,Rowson Mrs,"Rowson, Mrs.",Reuben and Rachel or tales of old times A novel In two volumes By Mrs Rowson,"Reuben and Rachel; or, tales of old times. A novel. In two volumes. By Mrs. Rowson, ...",Historical,,Reuben and Rachel
195,SC0228,1799,1799,Sherwood Mary Martha,"Sherwood, Mary Martha",Margarita A novel In four volumes By the author of Traditions,Margarita. A novel. In four volumes. By the author of Traditions.,Gothic,,Margarita
196,SC0229,1799,1799,Showes Mrs,"Showes, Mrs.",The restless matron A legendary tale In three volumes,The restless matron. A legendary tale. In three volumes. ...,Gothic,,The restless matron
197,SC0231,1799,1772,Unknown,Unknown,The triumph of benevolence or the history of Francis Wills In two volumes,"The triumph of benevolence; or, the history of Francis Wills. ...",,,The triumph of benevolence
198,SC0232,1799,1799,Young Mary Julia,"Young, Mary Julia",The East Indian or Clifford Priory A novel in four volumes By Mary Julia Young,"The East Indian, or Clifford Priory. A novel, in four volumes. By Mary Julia Young, ...",Gothic,,The East Indian
199,SC0233,1800,1800,"Bisset, Robert","Bisset, Robert",Douglas or The highlander A novel,"Douglas; or, The highlander. A novel",Anti-Jacobin,Literary Lab Corpus I,Douglas
200,SC0234,1800,1800,Charlton Mary fl 1794 1824,Charlton Mary,Rosella or Modern occurrences a novel,"Rosella, or Modern occurrences, a novel",Gothic,Literary Lab Corpus I,Rosella
201,SC0235,1800,1800,Elizabeth Hervey,Elizabeth Hervey,The Mourtray Family A Novel,The Mourtray Family. A Novel,Gothic,Literary Lab Corpus I,The Mourtray Family
202,SC0238,1800,1800,"Moore, John","Moore, John",Mordaunt Sketches of Life Characters and Manners in Various Countries Including the Memoirs of A French Lady of Quality By the Author of Zeluco Edward,"Mordaunt. Sketches of Life, Characters, and Manners, in Various Countries; Including the Memoirs of A French Lady of Quality. By the Author of Zeluco & Edward.",Anti-Jacobin,"Allison, Sarah, Ryan Heuser, Matthew Jockers, Franco Moretti, Michael Witmore. ""Quantitative Formalism: an Experiment."" Stanford: Stanford Literary Lab, 2011. Print.",Mordaunt
203,SC0239,1800,1800,Rita,Rita,Corinna a study,"Corinna, a study",,,Corinna
204,SC0240,1800,1799,Unknown,Unknown,The spirit of the Elbe a romance In two volumes,The spirit of the Elbe: a romance. In two volumes. ...,Gothic,,The spirit of the Elbe
205,SC0241,1800,1800,William Holloway,William Holloway,The Baron of Lauderbrooke A tale,The Baron of Lauderbrooke: A tale,Gothic,Literary Lab Corpus I,The Baron of Lauderbrooke
206,SC0242,1801,1801,Croffts,Croffts,Salvador or Baron de Montbelliard,"Salvador, or, Baron de Montbelliard",Gothic,Literary Lab Corpus I,Salvador
207,SC0243,1801,1801,"Damer, Lady Anne Seymour Conway","Damer, Lady Anne Seymour Conway",Belmour a novel,Belmour: a novel,,,Belmour
208,SC0244,1801,1801,De Acton Eugenia,De Acton Eugenia,The microcosm,The microcosm,,,The microcosm
209,SC0245,1801,1801,Du Bois Edward 1774 1850,Du Bois Edward,Old Nick a satirical story,Old Nick; a satirical story ..,,,Old Nick
210,SC0246,1801,1801,M A Charles LUCAS,M A Charles Lucas,The Infernal Quixote A Tale of the Day,The Infernal Quixote: A Tale of the Day,Anti-Jacobin,Literary Lab Corpus I,The Infernal Quixote
211,SC0247,1801,1801,MRS PARSONS,MRS PARSONS,THE PEASANT OF ARDENNE FOREST A NOVEL,THE PEASANT OF ARDENNE FOREST: A NOVEL.,Gothic,Literary Lab Corpus I,THE PEASANT OF ARDENNE FOREST
212,SC0248,1801,1801,Wa chter Leonhard 1762 1837,Wachter Leonhard,The black valley a tale from the German of Viet Weber pseud,"The black valley : a tale, from the German of Viet [!] Weber [pseud.] ..",Gothic,Literary Lab Corpus I,The black valley
213,SC0249,1802,1802,Anonymous,Anonymous,The Midnight assassin or Confession of the Monk Rinaldi Containing a complete history of his diabolical machinations and unparalleled ferocity together with a circumstantial account of that scourge of mankind the Inquistion with the manner of bringin,"The Midnight assassin; or, Confession of the Monk Rinaldi. Containing a complete history of his diabolical machinations and unparalleled ferocity, together with a circumstantial account of that scourge of mankind, the Inquistion, with the manner of b",,,The Midnight assassin
214,SC0250,1802,1802,Cullen Margaret,Cullen Margaret,Home A novel,Home. A novel,,,Home
215,SC0251,1802,1802,"Hook, Sarah Ann","Hook, Sarah Ann","Celina, Or, the Widowed Bride : a Novel : Founded On Facts","Celina, or, The widowed bride : a novel : Founded on facts",,,Celina
